lst,ndvi,ndbi,year,sat,zone,site,trat
297.8436062410065,0.4325598265316823,-0.10749037875651661,2009,L7,outer,google,dc
296.7128706203178,0.43836121590782673,-0.1081128338261448,2009,L7,outer,google,dc
297.76520923550964,0.4037322098399801,-0.10771707685040421,2009,L7,outer,google,dc
303.5843533332805,0.3491627742182813,-0.09129811207243574,2009,L7,outer,google,dc
314.546917196484,0.38136542045773814,-0.08254723352900123,2009,L7,outer,google,dc
313.23515178749597,0.3437976361734802,-0.07287745840172252,2009,L7,outer,google,dc
313.136453280601,0.3803364515018994,-0.08092949280049465,2009,L7,outer,google,dc
303.04543001414845,0.2816239630790605,-0.06763525626081882,2009,L7,outer,google,dc
316.6424002514981,0.37919067724650535,-0.08360648554551217,2009,L7,outer,google,dc
313.69155568679696,0.4296693802190243,-0.09426563909306006,2009,L7,outer,google,dc
313.00345800080254,0.3586483450734656,-0.08722615519290283,2009,L7,outer,google,dc
308.9262470131208,0.4274289723867847,-0.09974638283571063,2009,L7,outer,google,dc
301.5585506905407,0.381709299587597,-0.08895763655620509,2009,L7,outer,google,dc
301.52690236938236,0.41404965343975564,-0.09406169757761157,2009,L7,outer,google,dc
294.7175943647328,0.4224875932022667,-0.10287696464959295,2009,L7,outer,google,dc
285.18308813721217,0.43763920341842,-0.11250555017494647,2009,L7,outer,google,dc
284.80179144683916,0.44112376597252323,-0.11263880014304113,2009,L7,outer,google,dc
288.7261385191269,0.4650791613261712,-0.1119543879514271,2010,L7,outer,google,dc
285.8762125025284,0.454000595464302,-0.11084140594801914,2010,L7,outer,google,dc
291.55259925738517,0.4061871518796556,-0.10064027898333616,2010,L7,outer,google,dc
294.07484925286786,0.4581095560067285,-0.10385052534164596,2010,L7,outer,google,dc
304.1952237706383,0.4077033454575129,-0.10544242461878219,2010,L7,outer,google,dc
306.71684504942476,0.41330341559139183,-0.10030964603556289,2010,L7,outer,google,dc
305.0095949907682,0.3900813915651255,-0.08662891271467023,2010,L7,outer,google,dc
291.5576368603207,0.2561931625635755,-0.07737874267614749,2010,L7,outer,google,dc
315.0029534769142,0.3719950085647327,-0.07713743870242702,2010,L7,outer,google,dc
318.5575676235804,0.359843266133563,-0.07482272735726764,2010,L7,outer,google,dc
314.6274355074393,0.34518268988868206,-0.07199597921795144,2010,L7,outer,google,dc
315.03875790956727,0.393076862142153,-0.08333739330288388,2010,L7,outer,google,dc
316.4874484000298,0.39014653019259865,-0.08290643843994416,2010,L7,outer,google,dc
311.2514924273494,0.37279209371282535,-0.07939590109119427,2010,L7,outer,google,dc
304.53326576250896,0.3864136327269469,-0.11154775288878797,2010,L7,outer,google,dc
303.43865508481804,0.4372318191443349,-0.09206154805018148,2010,L7,outer,google,dc
289.7882939563513,0.2278945213150886,-0.05632457560972962,2010,L7,outer,google,dc
293.3272990974096,0.4770309444683191,-0.106694039946046,2010,L7,outer,google,dc
